Effective area (cm^2) for 13 shell HERO module vs. E (keV) and off-axis angle (arcmin=am) 
    E      0 am    1 am    2 am    3 am    4 am    5 am    6 am    7 am    8 am    9 am   10 am   11 am   12 am 
  76.75    0.07    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  77.00    0.06    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  77.25    0.06    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  77.50    0.06    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  77.75    0.05    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  78.00    0.05    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  78.25    0.05    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  78.50    0.05    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  78.75    0.04    0.04    0.02    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  79.00    0.04    0.04    0.02    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  79.25    0.04    0.04    0.02    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  79.50    0.04    0.04    0.02    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
  79.75    0.04    0.04    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
  80.00    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
